Studento vardas   Pavarde              ND1   ND2   ND3   ND4   ND5   ND6   ND7   ND8   ND9  ND10  ND11  ND12  ND13  ND14  ND15   Egzamino rez
Vardas1662        Pavarde1662            6     9     6    10     2     3     4     9     4     5     7     8     2     1     2              7
Vardas1663        Pavarde1663            5     6     4     3     4     4     1     6     3     3     5     2     8     7     8              5
Vardas1664        Pavarde1664            6     7     3    10     2     6     2     1     2     5     2     9     8     2     6              2
Vardas1665        Pavarde1665            5     9    10     5     7    10     7     5    10     6     7     5     9     3     9              2
Vardas1666        Pavarde1666            8     5     5    10     5     6    10     7     9     7     7     3     2     9    10              8
Vardas1667        Pavarde1667            7     6     7    10     5    10    10     7     6     4     7     7     5     3     9              2
Vardas1668        Pavarde1668            1     6     1     9    10     8     8    10     6     4     4     4     2     6     7              3
Vardas1669        Pavarde1669            2     7     7     1     1     7     2     1     3     6     3    10     9     9     5              6
Vardas1670        Pavarde1670            5     3     7     2    10     2     1     3     8     2     7     6     3     5    10              2
Vardas1671        Pavarde1671            1     1     4    10     3     5     5     3     1     2     4     8    10     4     5              8
Vardas1672        Pavarde1672            4     8     9     4     8     9     6     5     4     3     3     2     7     4     5              4
Vardas1673        Pavarde1673           10     8     1     6     9     7     2     8     8     2     8     2     4    10     9              1
Vardas1674        Pavarde1674           10     3     1     4     2     3     9     1     8     9     5     8     9    10    10              6
Vardas1675        Pavarde1675            9    10     2     2     3     4     7     2    10     2     5     1     5     2     5              7
Vardas1676        Pavarde1676            5     8     3    10     2     4     2     7    10     6     4     5     4     9     6              3
Vardas1677        Pavarde1677            7     2     3     5     5     5     8     6     9     4     4     5    10     9    10              1
Vardas1678        Pavarde1678            9     9    10     9     5     3     9    10     1    10     4     3     1     2     2              9
Vardas1679        Pavarde1679            1     6     7     6     5     9     2     9     5     1     2    10     6     9     8              6
Vardas1680        Pavarde1680            2     5     9     3     4     3     1     1     8     8     7     4    10     6     9              9
Vardas1681        Pavarde1681            4     1     9    10     3     6     3     7     9     4     6     5     3     9     7              9
Vardas1682        Pavarde1682            6     6     9     1     8     4     3     4     8     8     4     6     9     5     3              3
Vardas1683        Pavarde1683            2     5     5     6     1     7     1     5     8     1    10     8     6     6     3              9
Vardas1684        Pavarde1684            1     7     8     3     9     7    10     7     1     3     1     7     4     3     6              5
Vardas1685        Pavarde1685            9     7     1     8     7     9     3     9     5     3     8     2     8     9     4              7
Vardas1686        Pavarde1686           10     6     4     5     4     6     3     3     1     2     6     6     5     8     2              4
Vardas1687        Pavarde1687            1     9     2     3     6     4     3     4     4     4    10     2     3     3     5              4
Vardas1688        Pavarde1688           10     8     4     5     8     7     9     5     6     1    10     6     4     6     7              3
Vardas1689        Pavarde1689            4     3     4     9     3     7     6     4     2    10     6     9    10     6     9             10
Vardas1690        Pavarde1690            3     3     9     8     1     4     5     9    10     4     1     7    10     2     5              5
Vardas1691        Pavarde1691           10     5     7     6     9     2     6     6     1     1    10     2     6     7     7              2
Vardas1692        Pavarde1692           10     2    10     8     7     9     2     3     1     2     6    10     2     8     6              3
Vardas1693        Pavarde1693            7     9     3     9     2     7     1     9     3     3     4     4     5     2     3              9
Vardas1694        Pavarde1694            4     1     1     1     3     8     7    10     9     6     1     3     9     8     2              3
Vardas1695        Pavarde1695            3     4     1     5     4     1     2     8     6     1     8     4     1     5     5              8
Vardas1696        Pavarde1696            5     1     6     9     4     5     6    10     4     4     8     2     5     4     9              9
Vardas1697        Pavarde1697            6     9    10    10     4    10     9     6     7     7     6     6     7     6     6             10
Vardas1698        Pavarde1698            6     2     3     1     7     2     7     2     4     3     2     7     9     2     4              8
Vardas1699        Pavarde1699            1     6     6     4     1     5     7     7     8     8     1     1     8     1     4              4
Vardas1700        Pavarde1700            5     3     6     4     2     6     3     3     6     7     1    10     1     2     2              4
Vardas1701        Pavarde1701            1     4     9     4     1     2     2     6     3     7     6     8     3     4     5              3
Vardas1702        Pavarde1702            7    10     1     3     7     9     4     2     3     8     1     8     3    10     6              8
Vardas1703        Pavarde1703            5     9     7     2     5     4     2     1     1     2     4    10     4     5     6              1
Vardas1704        Pavarde1704            1     4     4     1     4    10     4     4     4    10     5     5     1    10     2              5
Vardas1705        Pavarde1705            1     7     5     7     8     9     4     6     1     7     1     8     4    10     9              5
Vardas1706        Pavarde1706            7     6     2     2     3    10     4     7     1     1     2     3     6    10    10              6
Vardas1707        Pavarde1707            7     4     6     2     6     1     4     8     7     2     7     3     4     1     7              9
Vardas1708        Pavarde1708            6     9    10     6     2     9     8    10     8     9    10     8     4     7     3             10
Vardas1709        Pavarde1709            6    10    10     4     8    10     4    10     4     5     1    10     2     9    10              4
Vardas1710        Pavarde1710            9     8     8    10     9     7     8     1     2     8     1     5     3     3    10              7
Vardas1711        Pavarde1711            9     2     5    10     7     8     8     6     9     1     2     5     1    10     4              8
Vardas1712        Pavarde1712            2     7     8     8     2     1     7     9     4     6     9     9     8     9     4              6
Vardas1713        Pavarde1713            7     4     1     3     7     8     5     2     6    10     5     7     7     4    10              8
Vardas1714        Pavarde1714            4     5     5     5     9     4     8    10     6     4     8     5    10    10     9              3
Vardas1715        Pavarde1715            4     9     7     4     9    10     4     9     7     1     3     8     9     3     2              3
Vardas1716        Pavarde1716            6    10     1     4     3     6     7     1     5     8     7     6     1     6     9              8
Vardas1717        Pavarde1717            8    10     7     1     2     1     5    10     3     6     1     7     6     1     4              7
Vardas1718        Pavarde1718           10     2     8     8     9     2     8     3     6     5     3     6     8     1     2              2
Vardas1719        Pavarde1719            3     7     1     9     8     9    10     9     9     8     2     8     6    10     1              7
Vardas1720        Pavarde1720            4     5     1    10     4     6     5     6     6     8     6     1     4     6     4              6
Vardas1721        Pavarde1721            5     4     6     1     3     1     2     7    10     1     3     4     4    10     2              7
Vardas1722        Pavarde1722            9     1     4     7     8     4     3     5     3     9     4    10     7     5     1              7
Vardas1723        Pavarde1723            6     3    10    10    10     9     7    10     3     1     9     8    10     8     2              8
Vardas1724        Pavarde1724            6     8     1     4     5     6     8     8     7     8     9     7     5     5     7              2
Vardas1725        Pavarde1725            2     4    10     9     6     3     3     8     2     7     8     2     9     2     7              6
Vardas1726        Pavarde1726           10     8     5     5     8     2     4     2     7     4     6     1     9     6    10              3
Vardas1727        Pavarde1727            7     9     2     5     2     6     3     1     1     5     6     5     2     2     5              2
Vardas1728        Pavarde1728            9     5     4     1    10     2     6     1     8     3    10     1     4     3    10              8
Vardas1729        Pavarde1729            1     4     6     3     9     2     3    10     5     8     5     7     9     6     2              3
Vardas1730        Pavarde1730            7     4     9     9    10     1     4    10     9    10     7     4     7    10     2             10
Vardas1731        Pavarde1731            7     4     5     6     3    10     9     1     7    10     6     7     5    10     6              3
Vardas1732        Pavarde1732            4     1    10     4     3     9     9    10     6     9     1     3     9     9     5              9
Vardas1733        Pavarde1733           10     7     3     9     4     4    10     3     9     4     3     5     9     8     6              9
Vardas1734        Pavarde1734            7     5     9     1     3     7     3     6     2     1    10     8    10    10     4             10
Vardas1735        Pavarde1735            7     9     1     6     9     7     9     4     4     2     2     4     9    10     2              7
Vardas1736        Pavarde1736            6     3     5     3     6     2    10     7     7     6     7     6    10     6     1              2
Vardas1737        Pavarde1737           10     4     7     2     5     7     9     9     7     6     4     5     6    10     8              6
Vardas1738        Pavarde1738            3     9     2     5     9    10     9     4     6    10     4     7     2     7     4              2
Vardas1739        Pavarde1739            1    10     3     4     6    10     2     1     4    10     2     7     1     5     6              2
Vardas1740        Pavarde1740            2     5     9     3     3     5     8     8     6     3     1     8     3     8    10              3
Vardas1741        Pavarde1741            9     3     2     5     7     6     8     7     6    10     4     9    10     1     3              8
Vardas1742        Pavarde1742            2     6    10    10    10     7     2     5     1     4     9     5     3     2    10              1
Vardas1743        Pavarde1743            9     9    10     8     3     1     5     8    10     3     4     3    10     5     1              9
Vardas1744        Pavarde1744            3     5     7     2     6    10     3     4     8     9     5     1     3     7     5              1
Vardas1745        Pavarde1745            8     5     3     8     6     8     3     5     8     3     5    10     3    10     8              8
Vardas1746        Pavarde1746            9     4     3     7     4     3     7     2     9     7     7     3     6     3     3              3
Vardas1747        Pavarde1747            4     5     4     6     9     6     7     1     1     5     3     3     2     6     4              8
Vardas1748        Pavarde1748            6     6     8     4     2     8     3     2     3    10     1     5     2     6     2              8
Vardas1749        Pavarde1749            1     4    10    10     4     5     1     8     1     7     6     1     4     5     1              8
Vardas1750        Pavarde1750            3     9    10     2     6     9     3     1     3     1     9     6    10     2     8              2
Vardas1751        Pavarde1751            7     9     8     3     4    10     1     1     5     6     8     2     7     6    10              1
Vardas1752        Pavarde1752            1     7    10     5     2     9     5     2     5     8     7    10     3     1     9              8
Vardas1753        Pavarde1753            4     6     1     2     8     9     9    10     6     2     6     8     4     8    10              5
Vardas1754        Pavarde1754            5     2     2     9     3     6     8    10     2     5     5     6     9     9     7              9
Vardas1755        Pavarde1755           10     7    10     2     4     2    10     3     8     5     5     3     9     7     4              7
Vardas1756        Pavarde1756            1     2    10     1    10     1     2     3     1     3     1     6     5     1     2              3
Vardas1757        Pavarde1757            5     1     8     6     1     1     3     5     4     8     5     7     1     6     2              8
Vardas1758        Pavarde1758            1     9     9     3     9     1     9     4    10     3     7     3     4     7     6              5
Vardas1759        Pavarde1759            5     3     4     3     8    10    10     5     8     5    10     3     1     1     8              9
Vardas1760        Pavarde1760           10    10     5    10     9     6    10     3     2     1     1     4     6     1     3              1
Vardas1761        Pavarde1761           10     3     5     4     1     2     9     3     3     3    10     9     1    10     3              1
Vardas1762        Pavarde1762            9     3     1    10     1     1     6     8     4     6     3     6     5     1     4              8
Vardas1763        Pavarde1763            5     2     1    10    10     3     6     5     6     8     4     4     6     1     1              5
Vardas1764        Pavarde1764           10     9     3     9     1     2     7     8     2     2     4     2     6     3     2             10
Vardas1765        Pavarde1765            9     4     6     6     9     2     6     2     4     1     6     4     7     6     4              8
Vardas1766        Pavarde1766            4     7     9     3     6     2     5     2     8     3     7     2     4     7     2              8
Vardas1767        Pavarde1767            9     9     4    10     3    10     7    10     3     2     8     1     6     7     5             10
Vardas1768        Pavarde1768            6     3     2     4     2     1     4     4     7     7    10     5     4     3     4              5
Vardas1769        Pavarde1769            5     5     6     9     2     3     7     4     5     1     7     4     5     8     6              4
Vardas1770        Pavarde1770           10     1     2     9     8     7     4     8     2     8     7     7     5     2     4              4
Vardas1771        Pavarde1771            9     8    10     8     6     1     3     7     4     2     4     6     4     2     4              8
Vardas1772        Pavarde1772            1     3    10     5     3    10     9     1     6    10     7     7     5    10     5              4
Vardas1773        Pavarde1773            4     6     8    10     1     8     4     8    10     1     5     3     2     1     3              7
Vardas1774        Pavarde1774            6     3    10     7     1     4     3     7    10     9     6     3     4     8     2              5
Vardas1775        Pavarde1775            9     1     2    10     2    10     6     4     7     5     4     5     3     8     5              7
Vardas1776        Pavarde1776            5     8     2     5     1     1     6     5     8     5     2     4     5     9     2              4
Vardas1777        Pavarde1777            7     3     4    10     5     6     7     2     4     2     8     9     9     6     7              5
Vardas1778        Pavarde1778            3     3     1    10     6     9     6    10     8     3    10     3     9     5     5              1
Vardas1779        Pavarde1779            2     7     3     2     6     9     9     1     8     3     1     1     5     5     3             10
Vardas1780        Pavarde1780            3    10     1     7     4     3     5     1     1     7     4     6     6     2     9              1
Vardas1781        Pavarde1781           10     5     8     5     5     9    10     1     4     6     9     8     8     1     9             10
Vardas1782        Pavarde1782            9     8    10     5     5     3     6     9     2     6     8     8     7     4    10             10
Vardas1783        Pavarde1783            7     7     4     1     7     7     6     1    10     8     8     1     2     7    10              6
Vardas1784        Pavarde1784            9     9     8     3    10     7     4     9     5     9     3     9     2     3     2              3
Vardas1785        Pavarde1785            8     9     9     7     9     7     3     2    10     1     3     7     5     8     3              4
Vardas1786        Pavarde1786           10     7     4     3     6     9     7     4     1     5     3     4     2     6     5              5
Vardas1787        Pavarde1787            6     9     5     2     8     3     5     5     1     3     1     5    10     4     3              7
Vardas1788        Pavarde1788            5     8     7     2    10     1     5     7     9     5     3     7    10     3     1              8
Vardas1789        Pavarde1789            4     9     3     1     8     1     8     5     2     1     2    10     5     4    10              9
Vardas1790        Pavarde1790            1     7     5     4     5     7     7     6     7     7     1     1     2    10     8              1
Vardas1791        Pavarde1791            9     3     9     1     3     3     6     9    10     3    10     1     8     8     6              1
Vardas1792        Pavarde1792            5     4    10     2     9     7     9     6    10    10     7     9     1     9     6             10
Vardas1793        Pavarde1793            3     6     1     7    10     4     6     8     2    10     5     8     7    10     3              2
Vardas1794        Pavarde1794            7     8     9     6     6     5     5     9     9     3     8     4     4     6    10             10
Vardas1795        Pavarde1795            3    10     6     3     2     8     5     1     4     6     2     8     3     2     5              4
Vardas1796        Pavarde1796            1     1     8     9     9     2     5     9     8     6    10     5     2     9     9              5
Vardas1797        Pavarde1797           10     5     4     2     8     6     9     6     6     4     2     4     9     4     3              3
Vardas1798        Pavarde1798            4     6     3     2     5    10     2     1     1     8     9     3     5     8     8              2
Vardas1799        Pavarde1799            7     6     8     6     6     5     6     8     9    10     2     7     3     6     3              8
Vardas1800        Pavarde1800            5     7     5     1     4     1     3     2     9     7    10     7     1     1     1              6
Vardas1801        Pavarde1801            8    10     4     6     6     7     9     3     8    10     1     6     3     5     5              7
Vardas1802        Pavarde1802            6     2    10     6     9     7    10     6     3     1     2     5     7     2     2              4
Vardas1803        Pavarde1803            4     6     6     4    10     4     4     9     3     2     8     4     5     5     7              5
Vardas1804        Pavarde1804            2     6     4     6     7     6     5    10     6    10    10     4     8     4    10              3
Vardas1805        Pavarde1805            1     5     5     7    10    10     9     5     5     8     4    10    10     1     8              5
Vardas1806        Pavarde1806            2    10     4     5     2     6    10     2     6     5    10     9     4     1     8              7
Vardas1807        Pavarde1807            1     5     1     6     6     1     9     8     4     9     6     2     8     6    10              4
Vardas1808        Pavarde1808            4     6     7     8     1     5     2     4     4     6    10     7     4     2     3              7
Vardas1809        Pavarde1809            6    10     6     5     5     6    10     8     9     9     7     5     7     4     9              3
Vardas1810        Pavarde1810            4     5     3     2     5     2     1     5     1     8    10     1     5     6     7              9
Vardas1811        Pavarde1811            7     3     5     5     4     8     2     8     9     1     5     7     8     3     5              5
Vardas1812        Pavarde1812            7     1     8     8    10    10     3     8     5    10     6     4     5     9     6              2
Vardas1813        Pavarde1813            4     8     4     6     4     5    10     4     6     5     2     1     8     1     4              1
Vardas1814        Pavarde1814           10    10    10     1     7     5     8     2     1     6     7     1     3     7     6             10
Vardas1815        Pavarde1815            9    10     1     7     7     2    10     9     5     4     9     7     3     8     1             10
Vardas1816        Pavarde1816           10     8     9     2     8    10     8     4     3     3     1    10     2     9     3             10
Vardas1817        Pavarde1817            1     2     9    10     2     7     5     1     5     2     8     4     3     5     9              4
Vardas1818        Pavarde1818            6     5     2    10    10     9    10     8     6     8    10     4    10     3     3              1
Vardas1819        Pavarde1819            1     6     7     8     7     2     3     7     3     7     7     5     3     1     1             10
Vardas1820        Pavarde1820            8     1    10     6     8     6     7     2     3     6     8     2     4    10     4              3
Vardas1821        Pavarde1821            3    10     9     4     5     7     6     2     3     6     3     2     9     8     7              5
Vardas1822        Pavarde1822            6     8     1    10     4     7     6     9     6     4     8     1     5     6     8              1
Vardas1823        Pavarde1823            1     3     5     7     7     6     1     3     3     7     6     8     3     7     9              6
Vardas1824        Pavarde1824            3     8     7     7     3     5     3     9     7     6     9    10     9     2     9              9
Vardas1825        Pavarde1825           10     1     3     8     5     1     4     5     2     9    10     7     9     8     8              8
Vardas1826        Pavarde1826            4     9     6     8     9    10     4     1     3     9     3     6     2     4    10              6
Vardas1827        Pavarde1827            6     5     9     7     8     3    10    10     1    10     4     4     4     7    10              6
Vardas1828        Pavarde1828           10     4     1     6     5     1     2     4    10     1     8     6     5     2    10              6
Vardas1829        Pavarde1829            1     9     1     9     8     6     9     1     4     9     5     5     2     6     5              3
Vardas1830        Pavarde1830            1     3     9     8    10     1     1     3    10    10     8     1     1     2     6             10
Vardas1831        Pavarde1831            5     6     9     4     4     1     5    10     8     6     3     5    10     9     8              2
Vardas1832        Pavarde1832            9     4     4     5    10     8     1     5     5    10     1     8     5     9    10              1
Vardas1833        Pavarde1833            5     2    10     7     1     7     5     7     4     3     6     9     9     9     3              7
Vardas1834        Pavarde1834            6     1     6     4     4     1     5     8     4     3    10     1     5     9     4             10
Vardas1835        Pavarde1835            2     5     3     4     3    10     9     3     6     2     6     9     2    10     1              7
Vardas1836        Pavarde1836            8     4     1     5     1     3     5     3     6     3     6     9     1     9     5              8
Vardas1837        Pavarde1837            2    10     9     8     5    10     3     9     7     1     1     9     1     1    10             10
Vardas1838        Pavarde1838            9     9     4     1     3     5     5     4     1     6     3     5     3     4     4              5
Vardas1839        Pavarde1839            3     1     8     6     2     8     7     6     8     5     8     2     5     7    10              8
Vardas1840        Pavarde1840            4    10     2    10     1     8     6     6     7    10     1    10     2    10     2              8
Vardas1841        Pavarde1841            3     5     7     6     8     3     6     9     9     4     8     2     7     2    10              8
Vardas1842        Pavarde1842            4     8     6     5     8     2     5     7    10     4     5     9    10     5     7              7
Vardas1843        Pavarde1843            9    10     2     1     2     3     1    10     5     6     5     6     9     6     4              7
Vardas1844        Pavarde1844            6     9    10    10    10     2     4    10    10     8     5     7     7     1     5              5
Vardas1845        Pavarde1845            3     9     7     1     1     1     2     5     2    10     5     1     7     3     6              3
Vardas1846        Pavarde1846            8     5     6     9    10     6     9     4     1     4     9     5     1     8     6             10
Vardas1847        Pavarde1847            3     8     7     9     3     3     9     7     3     4     3    10    10     5     3              7
Vardas1848        Pavarde1848            3     6    10     2     7     6     2     8     1     8     6     5     1    10     2              7
Vardas1849        Pavarde1849            6     5    10     9    10     9     7    10     5     1     7     8     3     3    10              7
Vardas1850        Pavarde1850            3     8     2     8     9     2    10     9     8     2     4     6     7     1     3              1
Vardas1851        Pavarde1851            3    10     4     4     7     9     2     9     8     8     3     4     6     9     6              4
Vardas1852        Pavarde1852            8     5     1     3     2     8     7     5     2     4     2     8     1     6     1              2
Vardas1853        Pavarde1853            8     3     3     5     1     5    10     1     1     9     8     3     2     6     5              2
Vardas1854        Pavarde1854            8     5     7     7     9     8     9     1     1     4    10     5     3     5     6              3
Vardas1855        Pavarde1855            8     9     4     3     9     7     2    10    10     7     6     4     8     6     3              4
Vardas1856        Pavarde1856            8     4     8     8     9     8     1     4     9     3    10     4     8     6     4              4
Vardas1857        Pavarde1857            1     9     8     9     7     3     2     2     4    10    10     7     9    10     2              7
Vardas1858        Pavarde1858            8     5     8     3     5     8     1     5     8     6     9     4     1     9     2              8
Vardas1859        Pavarde1859           10     9     9     1    10     8    10    10     6     5     6     1     9     2     4              3
Vardas1860        Pavarde1860            2     8     4     7     1     7     2     9     1     5     1     1     7     8     9              1
Vardas1861        Pavarde1861           10    10     9     6     3    10     7     8     9    10    10     6     8     8     2              8
Vardas1862        Pavarde1862            7     6     7     7     3     5     6     7     5     9     3     5     4     5     2              4
Vardas1863        Pavarde1863            1     6     4     4     2     8     5     5     3     2     3     4     9     5    10              3
Vardas1864        Pavarde1864            4     4     9     4     5     5     7     2     7     6     1     7     2     8     1              2
Vardas1865        Pavarde1865           10     1     1     9     6     5     6     4     4     2     3     7     5     3    10              4
Vardas1866        Pavarde1866            1     8     4     8     1     2    10     3     1     2     1     3     4     2     4              4
Vardas1867        Pavarde1867            4     5     1     6     3     9     3     3    10     5    10     3     5     9    10              6
Vardas1868        Pavarde1868            7     6     8     1     7    10     7     1     7     9    10     2     7     7     8              1
Vardas1869        Pavarde1869            5     2     6     4     6    10     9     6     9    10     3     3     9    10     7              4
Vardas1870        Pavarde1870            9     7     8     4     5     9     5     2     6     8     6     9     1     2     4              3
Vardas1871        Pavarde1871            8     9     2     8     4     7     6     3     9     3    10     4     7     6     3              3
Vardas1872        Pavarde1872            5     1     4     1     7     6     2     5     7     1     3     1     5    10     3              9
Vardas1873        Pavarde1873           10    10     1     9     3     1    10     6     5     5     3     5     9     2     6              4
Vardas1874        Pavarde1874            2     1    10     7     7    10     4     7     3     9     5     9     6     3     5              3
Vardas1875        Pavarde1875            7     4     1     3     9     2     2    10     4    10     1     2     9     5     6             10
Vardas1876        Pavarde1876            2     3     7     3     4     7     4     1    10     3     3     8     2     9     6              6
Vardas1877        Pavarde1877            8    10     5     4     5     7     8     3     1     5     8     6     3     6     7              4
Vardas1878        Pavarde1878            8    10    10     6     7     6     8     4     4     5    10     1     2    10     2              2
Vardas1879        Pavarde1879            1     2     2     7     4    10     2     2     8    10     1    10     3    10     8              3
Vardas1880        Pavarde1880            7    10     3     3     7     7    10     1     9     7     4     8     1     8     9              6
Vardas1881        Pavarde1881            3     9     6     6     3     5     8     9     5     2     4     7     7     3     6              1
Vardas1882        Pavarde1882            9     3     8     9     8     2     5     1     7     9     3     2     1    10     3              1
Vardas1883        Pavarde1883            7    10     7     6     1     4     1    10     1     4     7     8     3     4     8              1
Vardas1884        Pavarde1884            9     7    10     2     2     5     5    10     8     1     7     9     5    10     2              3
Vardas1885        Pavarde1885            1    10     6     4     8     5     8    10     1     6     3    10     6     1     2              4
Vardas1886        Pavarde1886            7     4     3     1     6     8     2     5     8     9     5     1     4     6    10              7
Vardas1887        Pavarde1887           10     2     7     7    10     8     3     6    10     5     2     8     9     6     4              5
Vardas1888        Pavarde1888            6     1     5     2     9     9     3    10     1     7     8     5    10     5     7              3
Vardas1889        Pavarde1889            4    10    10     8     6     1     2     2     7     5     1     6     5    10     1              1
Vardas1890        Pavarde1890            1     8     8     5     2     9     3     1     3     2     4     6     1     6     8              2
Vardas1891        Pavarde1891            6     3    10     3     5     3     3     2     2     5    10     7     8    10     9              3
Vardas1892        Pavarde1892            5     4     7     3     7     2     4     7     1    10     7     2     8    10     4              2
Vardas1893        Pavarde1893            1     5     1     5     2     2     1     9     3     1     1     8     8     7    10             10
Vardas1894        Pavarde1894            2     8     9     5     5     3     4     5     6     3     5     3     4    10     8              4
Vardas1895        Pavarde1895            5     6     2     4     9     7     6     3     5     8     1     6     8     4     9              9
Vardas1896        Pavarde1896            4     6     2    10     1     3     9     3     3     3     1    10     4     6     6              1
Vardas1897        Pavarde1897            1     6     3     4    10     9    10     7     7     5     2     4     1     5     8              7
Vardas1898        Pavarde1898            3     4    10     7     5     6     7     3     8    10     5     3     6    10     8              4
Vardas1899        Pavarde1899           10     7     2     2     3     2     4     8     5     5     8     1     6     4     8              2
Vardas1900        Pavarde1900            1    10     9     6     4    10     4     4     9    10     9     3     2     6     1              2
Vardas1901        Pavarde1901            1     3     8     1     2     6     4     7     2     5     2    10     1    10     9              5
Vardas1902        Pavarde1902           10     4    10     6     4     9     2     4     9     9     6    10     8     7     6              9
Vardas1903        Pavarde1903            2    10     3     6     7    10     9     3     8     1     2     3     2     9     3              3
Vardas1904        Pavarde1904            6     7     5    10     1     3     6    10     5     3     7    10     6     3     2              8
Vardas1905        Pavarde1905            5     1     3     8     7     9    10     1     6     2     2     3     1     3     3              7
Vardas1906        Pavarde1906            7     7     6     9     2     5     5    10     1     5     8     7    10     2     1              9
Vardas1907        Pavarde1907            3    10     3     1     5     5     2     6     7     8     5     2    10     2     5              2
Vardas1908        Pavarde1908            3     3    10     5     3     5     8     8     2     1     9     9     2    10     9              9
Vardas1909        Pavarde1909            7    10     1     1     8     5     7     8     1     8     1     7     7     2     7              6
Vardas1910        Pavarde1910            1     9     3     4     4     7     9     2     7     7     3     7     4     3     2              4
Vardas1911        Pavarde1911            3    10     9     2     2     3     1     6     5     8     1     4     2     5     2              2
Vardas1912        Pavarde1912            6     4     6     8     5     3     7     2     6     3     6     4     8     2     4              7
Vardas1913        Pavarde1913           10     6     6     1    10     1     6     7     4     2     5     5     5     9     7              6
Vardas1914        Pavarde1914            6     2     8     3     5     4     4     3     6     9     2     8     6     1     5              3
Vardas1915        Pavarde1915            9     8     5     6     4     5     4    10     3     4     9     2    10     9     9              9
Vardas1916        Pavarde1916            8    10     6     4     9     7     2     2     8     7     3     4     4     9     9              6
Vardas1917        Pavarde1917            2     6     8     3     7     1     3    10     8     3    10     8    10     9     2              7
Vardas1918        Pavarde1918            3     2     2     5     1     1     4    10     8     7     4     2     8    10     2              5
Vardas1919        Pavarde1919            8     4     9    10    10     7     3     4     3     7     4     1    10     5     6              9
Vardas1920        Pavarde1920            9     7     4     9     2     9    10     7     5     2     3     8     3     5     2              4
Vardas1921        Pavarde1921            4     5     8     9     3     1     5     3     9    10    10     5     5     5     7              8
Vardas1922        Pavarde1922            1     7     4     1     9     1     6     8     8    10     2     1     2     4     8              2
Vardas1923        Pavarde1923            4     5     9     7     7     9     2     6     7     3     4     5     1     7     3              9
Vardas1924        Pavarde1924            7     3    10     4    10     5     6     6     9     6     6     6     7     3     7              7
Vardas1925        Pavarde1925            2     4     2     4     2    10     6    10     3     8     8     1    10     3     3              5
Vardas1926        Pavarde1926            8     7     6     7     2     6     7     6     5     4     4     9     1    10     6             10
Vardas1927        Pavarde1927            7     6     5     5     9     8     5     5    10     2     7     8     9     5     3              2
Vardas1928        Pavarde1928            1     3    10     5     5     8     6     7     2     1    10     3     1     8     3              6
Vardas1929        Pavarde1929            8     5    10     9     3     1     6     2     3     2     1     3     5     5     3              7
Vardas1930        Pavarde1930           10     9     6     7    10     7     3     9     7     3    10    10     3     5    10             10
Vardas1931        Pavarde1931           10     1     3     8     6     5     9     6    10     7     8     2     5     1     1              7
Vardas1932        Pavarde1932            8     1     2     8     4     7     4     1     1     3     3     2    10     8     2              1
Vardas1933        Pavarde1933           10    10     4     2     5    10     8     4     4     6     9    10     9     8     8              3
Vardas1934        Pavarde1934            2     9     7     7     3     6     5     1     2     9     7     2     4     2    10              1
Vardas1935        Pavarde1935            6     4    10     7     5     8     6     9     6     3     4     5     9     8     2              4
Vardas1936        Pavarde1936            6     7     6    10     4     5     9    10     9     2     4     9     4     1     7              5
Vardas1937        Pavarde1937            8     1     6     1     6     7     5     1     4     9     3     4     5     5     3              1
Vardas1938        Pavarde1938            9     2     4    10     4     9    10     2     6    10     7     4     9     7     7              3
Vardas1939        Pavarde1939            5     2    10     3     3     6     1    10     5     8     5     7     9     5    10              5
Vardas1940        Pavarde1940            2     2     5    10     5     4    10     4     6     6     4     2     3     8     2             10
Vardas1941        Pavarde1941            2     1     2     5     1     5     7     1     3    10     1     5     9    10     4              9
Vardas1942        Pavarde1942            9     1     5     3     3     3     6     7     2    10     9     5     9     6     6              6
Vardas1943        Pavarde1943            9     4     3     4     6     4     7     8     3     1     3     7     5     7     9             10
Vardas1944        Pavarde1944            6     5     1     2     5     2     9     1     2     8     3     3     6     1     7              8
Vardas1945        Pavarde1945            1     3     5    10     2     1     4     2    10     1     3    10     7     7     1              2
Vardas1946        Pavarde1946            6     4     1     9    10     5     9     3     1    10     8     7     6     3     9              7
Vardas1947        Pavarde1947            1    10    10     3     2     6     8    10     8     8     1     3     1     2     5              2
Vardas1948        Pavarde1948            4    10     9     9     3     4     6     7     4    10     9     1     2     5     8              1
Vardas1949        Pavarde1949            1     5    10     8     5     9     1     7     8    10     9     3     4     1     3              5
Vardas1950        Pavarde1950            5     1    10     4     9     5     1     4     3     1     8     6     8     5    10              7
Vardas1951        Pavarde1951            2     2     4     2     8     6     8     2     6     7     9     3     9     6     3              8
Vardas1952        Pavarde1952            7     5     5     1     6     2     2     4     1     6     3     5     9     3     7              9
Vardas1953        Pavarde1953            7     4     9     7     6     7     7     6     3     7     7     3     5     5     2              8
Vardas1954        Pavarde1954           10     3     6    10     6     8     5     6     3     5     7     3     2     9     2              6
Vardas1955        Pavarde1955            4     7     3     9     3     4     3     3    10     9     2     2    10     8    10             10
Vardas1956        Pavarde1956            2     3     3     2     4     5     8     9     3     3     8     7     5     5     6              8
Vardas1957        Pavarde1957            3     6     6     3     7     2     6     8    10     7     9     5     4     5     9              7
